Level1,Level2,Level3,Level4,Level5,DisplayOrder
Polonia,lubelskie,lubelski,gm. Zakrzew,,425
Polonia,lubelskie,łęczyński,gm. Cyców,,426
Polonia,lubelskie,łęczyński,gm. Ludwin,,427
Polonia,lubelskie,łęczyński,gm. Łęczna,,428
Polonia,lubelskie,łęczyński,gm. Milejów,,429
Polonia,lubelskie,łęczyński,gm. Puchaczów,,430
Polonia,lubelskie,łęczyński,gm. Spiczyn,,431
Polonia,lubelskie,łukowski,m. Łuków,,432
Polonia,lubelskie,łukowski,m. Stoczek Łukowski,,433
Polonia,lubelskie,łukowski,gm. Adamów,,434
Polonia,lubelskie,łukowski,gm. Krzywda,,435
Polonia,lubelskie,łukowski,gm. Łuków,,436
Polonia,lubelskie,łukowski,gm. Serokomla,,437
Polonia,lubelskie,łukowski,gm. Stanin,,438
Polonia,lubelskie,łukowski,gm. Stoczek Łukowski,,439
Polonia,lubelskie,łukowski,gm. Trzebieszów,,440
Polonia,lubelskie,łukowski,gm. Wojcieszków,,441
Polonia,lubelskie,łukowski,gm. Wola Mysłowska,,442
Polonia,lubelskie,opolski,gm. Chodel,,443
Polonia,lubelskie,opolski,gm. Józefów nad Wisłą,,444
Polonia,lubelskie,opolski,gm. Karczmiska,,445
Polonia,lubelskie,opolski,gm. Łaziska,,446
Polonia,lubelskie,opolski,gm. Opole Lubelskie,,447
Polonia,lubelskie,opolski,gm. Poniatowa,,448
Polonia,lubelskie,opolski,gm. Wilków,,449
Polonia,lubelskie,parczewski,gm. Dębowa Kłoda,,450
Polonia,lubelskie,parczewski,gm. Jabłoń,,451
Polonia,lubelskie,parczewski,gm. Milanów,,452
Polonia,lubelskie,parczewski,gm. Parczew,,453
Polonia,lubelskie,parczewski,gm. Podedwórze,,454
Polonia,lubelskie,parczewski,gm. Siemień,,455
Polonia,lubelskie,parczewski,gm. Sosnowica,,456
Polonia,lubelskie,puławski,m. Puławy,,457
Polonia,lubelskie,puławski,gm. Baranów,,458
Polonia,lubelskie,puławski,gm. Janowiec,,459
Polonia,lubelskie,puławski,gm. Kazimierz Dolny,,460
Polonia,lubelskie,puławski,gm. Końskowola,,461
Polonia,lubelskie,puławski,gm. Kurów,,462
Polonia,lubelskie,puławski,gm. Markuszów,,463
Polonia,lubelskie,puławski,gm. Nałęczów,,464
Polonia,lubelskie,puławski,gm. Puławy,,465
Polonia,lubelskie,puławski,gm. Wąwolnica,,466
Polonia,lubelskie,puławski,gm. Żyrzyn,,467
Polonia,lubelskie,radzyński,m. Radzyń Podlaski,,468
Polonia,lubelskie,radzyński,gm. Borki,,469
Polonia,lubelskie,radzyński,gm. Czemierniki,,470
Polonia,lubelskie,radzyński,gm. Kąkolewnica,,471
Polonia,lubelskie,radzyński,gm. Komarówka Podlaska,,472
Polonia,lubelskie,radzyński,gm. Radzyń Podlaski,,473
Polonia,lubelskie,radzyński,gm. Ulan-Majorat,,474
Polonia,lubelskie,radzyński,gm. Wohyń,,475
Polonia,lubelskie,rycki,m. Dęblin,,476
Polonia,lubelskie,rycki,gm. Kłoczew,,477
Polonia,lubelskie,rycki,gm. Nowodwór,,478
Polonia,lubelskie,rycki,gm. Ryki,,479
Polonia,lubelskie,rycki,gm. Stężyca,,480
Polonia,lubelskie,rycki,gm. Ułęż,,481
Polonia,lubelskie,świdnicki,m. Świdnik,,482
Polonia,lubelskie,świdnicki,gm. Mełgiew,,483
Polonia,lubelskie,świdnicki,gm. Piaski,,484
Polonia,lubelskie,świdnicki,gm. Rybczewice,,485
Polonia,lubelskie,świdnicki,gm. Trawniki,,486
Polonia,lubelskie,tomaszowski,m. Tomaszów Lubelski,,487
Polonia,lubelskie,tomaszowski,gm. Bełżec,,488
Polonia,lubelskie,tomaszowski,gm. Jarczów,,489
Polonia,lubelskie,tomaszowski,gm. Krynice,,490
Polonia,lubelskie,tomaszowski,gm. Lubycza Królewska,,491
Polonia,lubelskie,tomaszowski,gm. Łaszczów,,492
Polonia,lubelskie,tomaszowski,gm. Rachanie,,493
Polonia,lubelskie,tomaszowski,gm. Susiec,,494
Polonia,lubelskie,tomaszowski,gm. Tarnawatka,,495
Polonia,lubelskie,tomaszowski,gm. Telatyn,,496
Polonia,lubelskie,tomaszowski,gm. Tomaszów Lubelski,,497
Polonia,lubelskie,tomaszowski,gm. Tyszowce,,498
Polonia,lubelskie,tomaszowski,gm. Ulhówek,,499
Polonia,lubelskie,włodawski,m. Włodawa,,500
Polonia,lubelskie,włodawski,gm. Hanna,,501
Polonia,lubelskie,włodawski,gm. Hańsk,,502
Polonia,lubelskie,włodawski,gm. Stary Brus,,503
Polonia,lubelskie,włodawski,gm. Urszulin,,504
Polonia,lubelskie,włodawski,gm. Włodawa,,505
Polonia,lubelskie,włodawski,gm. Wola Uhruska,,506
Polonia,lubelskie,włodawski,gm. Wyryki,,507
Polonia,lubelskie,zamojski,gm. Adamów,,508
Polonia,lubelskie,zamojski,gm. Grabowiec,,509
Polonia,lubelskie,zamojski,gm. Komarów-Osada,,510
Polonia,lubelskie,zamojski,gm. Krasnobród,,511
Polonia,lubelskie,zamojski,gm. Łabunie,,512
Polonia,lubelskie,zamojski,gm. Miączyn,,513
Polonia,lubelskie,zamojski,gm. Nielisz,,514
Polonia,lubelskie,zamojski,gm. Radecznica,,515
Polonia,lubelskie,zamojski,gm. Sitno,,516
Polonia,lubelskie,zamojski,gm. Skierbieszów,,517
Polonia,lubelskie,zamojski,gm. Stary Zamość,,518
Polonia,lubelskie,zamojski,gm. Sułów,,519
Polonia,lubelskie,zamojski,gm. Szczebrzeszyn,,520
Polonia,lubelskie,zamojski,gm. Zamość,,521
Polonia,lubelskie,zamojski,gm. Zwierzyniec,,522
Polonia,lubelskie,Biała Podlaska,m. Biała Podlaska,,523
Polonia,lubelskie,Chełm,m. Chełm,,524
Polonia,lubelskie,Lublin,m. Lublin,,525
Polonia,lubelskie,Zamość,m. Zamość,,526
Polonia,lubuskie,gorzowski,m. Kostrzyn nad Odrą,,527
Polonia,lubuskie,gorzowski,gm. Bogdaniec,,528
Polonia,lubuskie,gorzowski,gm. Deszczno,,529
Polonia,lubuskie,gorzowski,gm. Kłodawa,,530
Polonia,lubuskie,gorzowski,gm. Lubiszyn,,531
Polonia,lubuskie,gorzowski,gm. Santok,,532
Polonia,lubuskie,gorzowski,gm. Witnica,,533
Polonia,lubuskie,krośnieński,m. Gubin,,534
Polonia,lubuskie,krośnieński,gm. Bobrowice,,535
Polonia,lubuskie,krośnieński,gm. Bytnica,,536
Polonia,lubuskie,krośnieński,gm. Dąbie,,537
Polonia,lubuskie,krośnieński,gm. Gubin,,538
Polonia,lubuskie,krośnieński,gm. Krosno Odrzańskie,,539
Polonia,lubuskie,krośnieński,gm. Maszewo,,540
Polonia,lubuskie,międzyrzecki,gm. Bledzew,,541
Polonia,lubuskie,międzyrzecki,gm. Międzyrzecz,,542
Polonia,lubuskie,międzyrzecki,gm. Przytoczna,,543
Polonia,lubuskie,międzyrzecki,gm. Pszczew,,544
Polonia,lubuskie,międzyrzecki,gm. Skwierzyna,,545
Polonia,lubuskie,międzyrzecki,gm. Trzciel,,546
Polonia,lubuskie,nowosolski,m. Nowa Sól,,547
Polonia,lubuskie,nowosolski,gm. Bytom Odrzański,,548
Polonia,lubuskie,nowosolski,gm. Kolsko,,549
Polonia,lubuskie,nowosolski,gm. Kożuchów,,550
Polonia,lubuskie,nowosolski,gm. Nowa Sól,,551
Polonia,lubuskie,nowosolski,gm. Nowe Miasteczko,,552
Polonia,lubuskie,nowosolski,gm. Otyń,,553
Polonia,lubuskie,nowosolski,gm. Siedlisko,,554
Polonia,lubuskie,słubicki,gm. Cybinka,,555
Polonia,lubuskie,słubicki,gm. Górzyca,,556
Polonia,lubuskie,słubicki,gm. Ośno Lubuskie,,557
Polonia,lubuskie,słubicki,gm. Rzepin,,558
Polonia,lubuskie,słubicki,gm. Słubice,,559
Polonia,lubuskie,strzelecko-drezdenecki,gm. Dobiegniew,,560
Polonia,lubuskie,strzelecko-drezdenecki,gm. Drezdenko,,561
Polonia,lubuskie,strzelecko-drezdenecki,gm. Stare Kurowo,,562
Polonia,lubuskie,strzelecko-drezdenecki,gm. Strzelce Krajeńskie,,563
Polonia,lubuskie,strzelecko-drezdenecki,gm. Zwierzyn,,564
Polonia,lubuskie,sulęciński,gm. Krzeszyce,,565
Polonia,lubuskie,sulęciński,gm. Lubniewice,,566
Polonia,lubuskie,sulęciński,gm. Słońsk,,567
Polonia,lubuskie,sulęciński,gm. Sulęcin,,568
Polonia,lubuskie,sulęciński,gm. Torzym,,569
Polonia,lubuskie,świebodziński,gm. Lubrza,,570
Polonia,lubuskie,świebodziński,gm. Łagów,,571
Polonia,lubuskie,świebodziński,gm. Skąpe,,572
Polonia,lubuskie,świebodziński,gm. Szczaniec,,573
Polonia,lubuskie,świebodziński,gm. Świebodzin,,574
Polonia,lubuskie,świebodziński,gm. Zbąszynek,,575
Polonia,lubuskie,zielonogórski,gm. Babimost,,576
Polonia,lubuskie,zielonogórski,gm. Bojadła,,577
Polonia,lubuskie,zielonogórski,gm. Czerwieńsk,,578
Polonia,lubuskie,zielonogórski,gm. Kargowa,,579
Polonia,lubuskie,zielonogórski,gm. Nowogród Bobrzański,,580
Polonia,lubuskie,zielonogórski,gm. Sulechów,,581
Polonia,lubuskie,zielonogórski,gm. Świdnica,,582
Polonia,lubuskie,zielonogórski,gm. Trzebiechów,,583
Polonia,lubuskie,zielonogórski,gm. Zabór,,584
Polonia,lubuskie,żagański,m. Gozdnica,,585
Polonia,lubuskie,żagański,m. Żagań,,586
Polonia,lubuskie,żagański,gm. Brzeźnica,,587
Polonia,lubuskie,żagański,gm. Iłowa,,588
Polonia,lubuskie,żagański,gm. Małomice,,589
Polonia,lubuskie,żagański,gm. Niegosławice,,590
Polonia,lubuskie,żagański,gm. Szprotawa,,591
Polonia,lubuskie,żagański,gm. Wymiarki,,592
Polonia,lubuskie,żagański,gm. Żagań,,593
Polonia,lubuskie,żarski,m. Łęknica,,594
Polonia,lubuskie,żarski,m. Żary,,595
Polonia,lubuskie,żarski,gm. Brody,,596
Polonia,lubuskie,żarski,gm. Jasień,,597
Polonia,lubuskie,żarski,gm. Lipinki Łużyckie,,598
Polonia,lubuskie,żarski,gm. Lubsko,,599
Polonia,lubuskie,żarski,gm. Przewóz,,600
Polonia,lubuskie,żarski,gm. Trzebiel,,601
Polonia,lubuskie,żarski,gm. Tuplice,,602
Polonia,lubuskie,żarski,gm. Żary,,603
Polonia,lubuskie,wschowski,gm. Sława,,604
Polonia,lubuskie,wschowski,gm. Szlichtyngowa,,605
Polonia,lubuskie,wschowski,gm. Wschowa,,606
Polonia,lubuskie,Gorzów Wielkopolski,m. Gorzów Wielkopolski,,607
Polonia,lubuskie,Zielona Góra,m. Zielona Góra,,608
Polonia,łódzkie,bełchatowski,m. Bełchatów,,609
Polonia,łódzkie,bełchatowski,gm. Bełchatów,,610
Polonia,łódzkie,bełchatowski,gm. Drużbice,,611
Polonia,łódzkie,bełchatowski,gm. Kleszczów,,612
Polonia,łódzkie,bełchatowski,gm. Kluki,,613
Polonia,łódzkie,bełchatowski,gm. Rusiec,,614
Polonia,łódzkie,bełchatowski,gm. Szczerców,,615
Polonia,łódzkie,bełchatowski,gm. Zelów,,616
Polonia,łódzkie,kutnowski,m. Kutno,,617
Polonia,łódzkie,kutnowski,gm. Bedlno,,618
Polonia,łódzkie,kutnowski,gm. Dąbrowice,,619
Polonia,łódzkie,kutnowski,gm. Krośniewice,,620
Polonia,łódzkie,kutnowski,gm. Krzyżanów,,621
Polonia,łódzkie,kutnowski,gm. Kutno,,622
Polonia,łódzkie,kutnowski,gm. Łanięta,,623
Polonia,łódzkie,kutnowski,gm. Nowe Ostrowy,,624
Polonia,łódzkie,kutnowski,gm. Oporów,,625
Polonia,łódzkie,kutnowski,gm. Strzelce,,626
Polonia,łódzkie,kutnowski,gm. Żychlin,,627
Polonia,łódzkie,łaski,gm. Buczek,,628
Polonia,łódzkie,łaski,gm. Łask,,629
Polonia,łódzkie,łaski,gm. Sędziejowice,,630
Polonia,łódzkie,łaski,gm. Widawa,,631
Polonia,łódzkie,łaski,gm. Wodzierady,,632
Polonia,łódzkie,łęczycki,m. Łęczyca,,633
Polonia,łódzkie,łęczycki,gm. Daszyna,,634
Polonia,łódzkie,łęczycki,gm. Góra Świętej Małgorzaty,,635
Polonia,łódzkie,łęczycki,gm. Grabów,,636
Polonia,łódzkie,łęczycki,gm. Łęczyca,,637
Polonia,łódzkie,łęczycki,gm. Piątek,,638
Polonia,łódzkie,łęczycki,gm. Świnice Warckie,,639
Polonia,łódzkie,łęczycki,gm. Witonia,,640
Polonia,łódzkie,łowicki,m. Łowicz,,641
Polonia,łódzkie,łowicki,gm. Bielawy,,642
Polonia,łódzkie,łowicki,gm. Chąśno,,643
Polonia,łódzkie,łowicki,gm. Domaniewice,,644
Polonia,łódzkie,łowicki,gm. Kiernozia,,645
Polonia,łódzkie,łowicki,gm. Kocierzew Południowy,,646
Polonia,łódzkie,łowicki,gm. Łowicz,,647
Polonia,łódzkie,łowicki,gm. Łyszkowice,,648
Polonia,łódzkie,łowicki,gm. Nieborów,,649
Polonia,łódzkie,łowicki,gm. Zduny,,650
Polonia,łódzkie,łódzki wschodni,gm. Andrespol,,651
Polonia,łódzkie,łódzki wschodni,gm. Brójce,,652
Polonia,łódzkie,łódzki wschodni,gm. Koluszki,,653
Polonia,łódzkie,łódzki wschodni,gm. Nowosolna,,654
Polonia,łódzkie,łódzki wschodni,gm. Rzgów,,655
Polonia,łódzkie,łódzki wschodni,gm. Tuszyn,,656
Polonia,łódzkie,opoczyński,gm. Białaczów,,657
Polonia,łódzkie,opoczyński,gm. Drzewica,,658
Polonia,łódzkie,opoczyński,gm. Mniszków,,659
Polonia,łódzkie,opoczyński,gm. Opoczno,,660
Polonia,łódzkie,opoczyński,gm. Paradyż,,661
Polonia,łódzkie,opoczyński,gm. Poświętne,,662
Polonia,łódzkie,opoczyński,gm. Sławno,,663
Polonia,łódzkie,opoczyński,gm. Żarnów,,664
Polonia,łódzkie,pabianicki,m. Konstantynów Łódzki,,665
Polonia,łódzkie,pabianicki,m. Pabianice,,666
Polonia,łódzkie,pabianicki,gm. Dłutów,,667
Polonia,łódzkie,pabianicki,gm. Dobroń,,668
Polonia,łódzkie,pabianicki,gm. Ksawerów,,669
Polonia,łódzkie,pabianicki,gm. Lutomiersk,,670
Polonia,łódzkie,pabianicki,gm. Pabianice,,671
Polonia,łódzkie,pajęczański,gm. Działoszyn,,672
Polonia,łódzkie,pajęczański,gm. Kiełczygłów,,673
Polonia,łódzkie,pajęczański,gm. Nowa Brzeźnica,,674
Polonia,łódzkie,pajęczański,gm. Pajęczno,,675
Polonia,łódzkie,pajęczański,gm. Rząśnia,,676
Polonia,łódzkie,pajęczański,gm. Siemkowice,,677
Polonia,łódzkie,pajęczański,gm. Strzelce Wielkie,,678
Polonia,łódzkie,pajęczański,gm. Sulmierzyce,,679
Polonia,łódzkie,piotrkowski,gm. Aleksandrów,,680
Polonia,łódzkie,piotrkowski,gm. Czarnocin,,681
Polonia,łódzkie,piotrkowski,gm. Gorzkowice,,682
Polonia,łódzkie,piotrkowski,gm. Grabica,,683
Polonia,łódzkie,piotrkowski,gm. Łęki Szlacheckie,,684
Polonia,łódzkie,piotrkowski,gm. Moszczenica,,685
Polonia,łódzkie,piotrkowski,gm. Ręczno,,686
Polonia,łódzkie,piotrkowski,gm. Rozprza,,687
Polonia,łódzkie,piotrkowski,gm. Sulejów,,688
Polonia,łódzkie,piotrkowski,gm. Wola Krzysztoporska,,689
Polonia,łódzkie,piotrkowski,gm. Wolbórz,,690
Polonia,łódzkie,poddębicki,gm. Dalików,,691
Polonia,łódzkie,poddębicki,gm. Pęczniew,,692
Polonia,łódzkie,poddębicki,gm. Poddębice,,693
Polonia,łódzkie,poddębicki,gm. Uniejów,,694
Polonia,łódzkie,poddębicki,gm. Wartkowice,,695
Polonia,łódzkie,poddębicki,gm. Zadzim,,696
Polonia,łódzkie,radomszczański,m. Radomsko,,697
Polonia,łódzkie,radomszczański,gm. Dobryszyce,,698
Polonia,łódzkie,radomszczański,gm. Gidle,,699
Polonia,łódzkie,radomszczański,gm. Gomunice,,700
Polonia,łódzkie,radomszczański,gm. Kamieńsk,,701
Polonia,łódzkie,radomszczański,gm. Kobiele Wielkie,,702
Polonia,łódzkie,radomszczański,gm. Kodrąb,,703
Polonia,łódzkie,radomszczański,gm. Lgota Wielka,,704
Polonia,łódzkie,radomszczański,gm. Ładzice,,705
Polonia,łódzkie,radomszczański,gm. Masłowice,,706
Polonia,łódzkie,radomszczański,gm. Przedbórz,,707
Polonia,łódzkie,radomszczański,gm. Radomsko,,708
Polonia,łódzkie,radomszczański,gm. Wielgomłyny,,709
Polonia,łódzkie,radomszczański,gm. Żytno,,710
Polonia,łódzkie,rawski,m. Rawa Mazowiecka,,711
Polonia,łódzkie,rawski,gm. Biała Rawska,,712
Polonia,łódzkie,rawski,gm. Cielądz,,713
Polonia,łódzkie,rawski,gm. Rawa Mazowiecka,,714
Polonia,łódzkie,rawski,gm. Regnów,,715
Polonia,łódzkie,rawski,gm. Sadkowice,,716
Polonia,łódzkie,sieradzki,m. Sieradz,,717
Polonia,łódzkie,sieradzki,gm. Błaszki,,718
Polonia,łódzkie,sieradzki,gm. Brąszewice,,719
Polonia,łódzkie,sieradzki,gm. Brzeźnio,,720
Polonia,łódzkie,sieradzki,gm. Burzenin,,721
Polonia,łódzkie,sieradzki,gm. Goszczanów,,722
Polonia,łódzkie,sieradzki,gm. Klonowa,,723
Polonia,łódzkie,sieradzki,gm. Sieradz,,724
Polonia,łódzkie,sieradzki,gm. Warta,,725
Polonia,łódzkie,sieradzki,gm. Wróblew,,726
Polonia,łódzkie,sieradzki,gm. Złoczew,,727
Polonia,łódzkie,skierniewicki,gm. Bolimów,,728
Polonia,łódzkie,skierniewicki,gm. Głuchów,,729
Polonia,łódzkie,skierniewicki,gm. Godzianów,,730
Polonia,łódzkie,skierniewicki,gm. Kowiesy,,731
Polonia,łódzkie,skierniewicki,gm. Lipce Reymontowskie,,732
Polonia,łódzkie,skierniewicki,gm. Maków,,733
Polonia,łódzkie,skierniewicki,gm. Nowy Kawęczyn,,734
Polonia,łódzkie,skierniewicki,gm. Skierniewice,,735
Polonia,łódzkie,skierniewicki,gm. Słupia,,736
Polonia,łódzkie,tomaszowski,m. Tomaszów Mazowiecki,,737
Polonia,łódzkie,tomaszowski,gm. Będków,,738
Polonia,łódzkie,tomaszowski,gm. Budziszewice,,739
Polonia,łódzkie,tomaszowski,gm. Czerniewice,,740
Polonia,łódzkie,tomaszowski,gm. Inowłódz,,741
Polonia,łódzkie,tomaszowski,gm. Lubochnia,,742
Polonia,łódzkie,tomaszowski,gm. Rokiciny,,743
Polonia,łódzkie,tomaszowski,gm. Rzeczyca,,744
Polonia,łódzkie,tomaszowski,gm. Tomaszów Mazowiecki,,745
Polonia,łódzkie,tomaszowski,gm. Ujazd,,746
Polonia,łódzkie,tomaszowski,gm. Żelechlinek,,747
Polonia,łódzkie,wieluński,gm. Biała,,748
Polonia,łódzkie,wieluński,gm. Czarnożyły,,749
Polonia,łódzkie,wieluński,gm. Konopnica,,750
Polonia,łódzkie,wieluński,gm. Mokrsko,,751
Polonia,łódzkie,wieluński,gm. Osjaków,,752
Polonia,łódzkie,wieluński,gm. Ostrówek,,753
Polonia,łódzkie,wieluński,gm. Pątnów,,754
Polonia,łódzkie,wieluński,gm. Skomlin,,755
Polonia,łódzkie,wieluński,gm. Wieluń,,756
Polonia,łódzkie,wieluński,gm. Wierzchlas,,757
Polonia,łódzkie,wieruszowski,gm. Bolesławiec,,758
Polonia,łódzkie,wieruszowski,gm. Czastary,,759
Polonia,łódzkie,wieruszowski,gm. Galewice,,760
Polonia,łódzkie,wieruszowski,gm. Lututów,,761
Polonia,łódzkie,wieruszowski,gm. Łubnice,,762
Polonia,łódzkie,wieruszowski,gm. Sokolniki,,763
Polonia,łódzkie,wieruszowski,gm. Wieruszów,,764
Polonia,łódzkie,zduńskowolski,m. Zduńska Wola,,765
Polonia,łódzkie,zduńskowolski,gm. Szadek,,766
Polonia,łódzkie,zduńskowolski,gm. Zapolice,,767
Polonia,łódzkie,zduńskowolski,gm. Zduńska Wola,,768
Polonia,łódzkie,zgierski,m. Głowno,,769
Polonia,łódzkie,zgierski,m. Ozorków,,770
Polonia,łódzkie,zgierski,m. Zgierz,,771
Polonia,łódzkie,zgierski,gm. Aleksandrów Łódzki,,772
Polonia,łódzkie,zgierski,gm. Głowno,,773
Polonia,łódzkie,zgierski,gm. Ozorków,,774
Polonia,łódzkie,zgierski,gm. Parzęczew,,775
Polonia,łódzkie,zgierski,gm. Stryków,,776
Polonia,łódzkie,zgierski,gm. Zgierz,,777
Polonia,łódzkie,brzeziński,m. Brzeziny,,778
Polonia,łódzkie,brzeziński,gm. Brzeziny,,779
Polonia,łódzkie,brzeziński,gm. Dmosin,,780
Polonia,łódzkie,brzeziński,gm. Jeżów,,781
Polonia,łódzkie,brzeziński,gm. Rogów,,782
Polonia,łódzkie,Łódź,m. Łódź,,783
Polonia,łódzkie,Piotrków Trybunalski,m. Piotrków Trybunalski,,784
Polonia,łódzkie,Skierniewice,m. Skierniewice,,785
Polonia,małopolskie,bocheński,m. Bochnia,,786
Polonia,małopolskie,bocheński,gm. Bochnia,,787
Polonia,małopolskie,bocheński,gm. Drwinia,,788
Polonia,małopolskie,bocheński,gm. Lipnica Murowana,,789
Polonia,małopolskie,bocheński,gm. Łapanów,,790
Polonia,małopolskie,bocheński,gm. Nowy Wiśnicz,,791
Polonia,małopolskie,bocheński,gm. Rzezawa,,792
Polonia,małopolskie,bocheński,gm. Trzciana,,793
Polonia,małopolskie,bocheński,gm. Żegocina,,794
Polonia,małopolskie,brzeski,gm. Borzęcin,,795
Polonia,małopolskie,brzeski,gm. Brzesko,,796
Polonia,małopolskie,brzeski,gm. Czchów,,797
Polonia,małopolskie,brzeski,gm. Dębno,,798
Polonia,małopolskie,brzeski,gm. Gnojnik,,799
Polonia,małopolskie,brzeski,gm. Iwkowa,,800
Polonia,małopolskie,brzeski,gm. Szczurowa,,801
Polonia,małopolskie,chrzanowski,gm. Alwernia,,802
Polonia,małopolskie,chrzanowski,gm. Babice,,803
Polonia,małopolskie,chrzanowski,gm. Chrzanów,,804
Polonia,małopolskie,chrzanowski,gm. Libiąż,,805
Polonia,małopolskie,chrzanowski,gm. Trzebinia,,806
Polonia,małopolskie,dąbrowski,gm. Bolesław,,807
Polonia,małopolskie,dąbrowski,gm. Dąbrowa Tarnowska,,808
Polonia,małopolskie,dąbrowski,gm. Gręboszów,,809
Polonia,małopolskie,dąbrowski,gm. Mędrzechów,,810
Polonia,małopolskie,dąbrowski,gm. Olesno,,811
Polonia,małopolskie,dąbrowski,gm. Radgoszcz,,812
Polonia,małopolskie,dąbrowski,gm. Szczucin,,813
Polonia,małopolskie,gorlicki,m. Gorlice,,814
Polonia,małopolskie,gorlicki,gm. Biecz,,815
Polonia,małopolskie,gorlicki,gm. Bobowa,,816
Polonia,małopolskie,gorlicki,gm. Gorlice,,817
Polonia,małopolskie,gorlicki,gm. Lipinki,,818
Polonia,małopolskie,gorlicki,gm. Łużna,,819
Polonia,małopolskie,gorlicki,gm. Moszczenica,,820
Polonia,małopolskie,gorlicki,gm. Ropa,,821
Polonia,małopolskie,gorlicki,gm. Sękowa,,822
Polonia,małopolskie,gorlicki,gm. Uście Gorlickie,,823
Polonia,małopolskie,krakowski,gm. Czernichów,,824
Polonia,małopolskie,krakowski,gm. Igołomia-Wawrzeńczyce,,825
Polonia,małopolskie,krakowski,gm. Iwanowice,,826
Polonia,małopolskie,krakowski,gm. Jerzmanowice-Przeginia,,827
Polonia,małopolskie,krakowski,gm. Kocmyrzów-Luborzyca,,828
Polonia,małopolskie,krakowski,gm. Krzeszowice,,829
Polonia,małopolskie,krakowski,gm. Liszki,,830
Polonia,małopolskie,krakowski,gm. Michałowice,,831
Polonia,małopolskie,krakowski,gm. Mogilany,,832
Polonia,małopolskie,krakowski,gm. Skała,,833
Polonia,małopolskie,krakowski,gm. Skawina,,834
Polonia,małopolskie,krakowski,gm. Słomniki,,835
Polonia,małopolskie,krakowski,gm. Sułoszowa,,836
Polonia,małopolskie,krakowski,gm. Świątniki Górne,,837
Polonia,małopolskie,krakowski,gm. Wielka Wieś,,838
Polonia,małopolskie,krakowski,gm. Zabierzów,,839
Polonia,małopolskie,krakowski,gm. Zielonki,,840
Polonia,małopolskie,limanowski,m. Limanowa,,841
Polonia,małopolskie,limanowski,m. Mszana Dolna,,842
Polonia,małopolskie,limanowski,gm. Dobra,,843
Polonia,małopolskie,limanowski,gm. Jodłownik,,844
Polonia,małopolskie,limanowski,gm. Kamienica,,845
Polonia,małopolskie,limanowski,gm. Laskowa,,846
Polonia,małopolskie,limanowski,gm. Limanowa,,847
Polonia,małopolskie,limanowski,gm. Łukowica,,848
Polonia,małopolskie,limanowski,gm. Mszana Dolna,,849
Polonia,małopolskie,limanowski,gm. Niedźwiedź,,850
Polonia,małopolskie,limanowski,gm. Słopnice,,851
Polonia,małopolskie,limanowski,gm. Tymbark,,852
Polonia,małopolskie,miechowski,gm. Charsznica,,853
Polonia,małopolskie,miechowski,gm. Gołcza,,854
Polonia,małopolskie,miechowski,gm. Kozłów,,855
Polonia,małopolskie,miechowski,gm. Książ Wielki,,856
Polonia,małopolskie,miechowski,gm. Miechów,,857
Polonia,małopolskie,miechowski,gm. Racławice,,858
Polonia,małopolskie,miechowski,gm. Słaboszów,,859
Polonia,małopolskie,myślenicki,gm. Dobczyce,,860
Polonia,małopolskie,myślenicki,gm. Lubień,,861
Polonia,małopolskie,myślenicki,gm. Myślenice,,862
Polonia,małopolskie,myślenicki,gm. Pcim,,863
Polonia,małopolskie,myślenicki,gm. Raciechowice,,864
Polonia,małopolskie,myślenicki,gm. Siepraw,,865
Polonia,małopolskie,myślenicki,gm. Sułkowice,,866
Polonia,małopolskie,myślenicki,gm. Tokarnia,,867
Polonia,małopolskie,myślenicki,gm. Wiśniowa,,868
Polonia,małopolskie,nowosądecki,m. Grybów,,869
Polonia,małopolskie,nowosądecki,gm. Chełmiec,,870
Polonia,małopolskie,nowosądecki,gm. Gródek nad Dunajcem,,871
Polonia,małopolskie,nowosądecki,gm. Grybów,,872
Polonia,małopolskie,nowosądecki,gm. Kamionka Wielka,,873
Polonia,małopolskie,nowosądecki,gm. Korzenna,,874
Polonia,małopolskie,nowosądecki,gm. Krynica-Zdrój,,875
Polonia,małopolskie,nowosądecki,gm. Łabowa,,876
Polonia,małopolskie,nowosądecki,gm. Łącko,,877
Polonia,małopolskie,nowosądecki,gm. Łososina Dolna,,878
Polonia,małopolskie,nowosądecki,gm. Muszyna,,879
Polonia,małopolskie,nowosądecki,gm. Nawojowa,,880
Polonia,małopolskie,nowosądecki,gm. Piwniczna-Zdrój,,881
Polonia,małopolskie,nowosądecki,gm. Podegrodzie,,882
Polonia,małopolskie,nowosądecki,gm. Rytro,,883
Polonia,małopolskie,nowosądecki,gm. Stary Sącz,,884
Polonia,małopolskie,nowotarski,m. Nowy Targ,,885
Polonia,małopolskie,nowotarski,gm. Szczawnica,,886
Polonia,małopolskie,nowotarski,gm. Czarny Dunajec,,887
Polonia,małopolskie,nowotarski,gm. Czorsztyn,,888
Polonia,małopolskie,nowotarski,gm. Jabłonka,,889
Polonia,małopolskie,nowotarski,gm. Krościenko nad Dunajcem,,890
Polonia,małopolskie,nowotarski,gm. Lipnica Wielka,,891
Polonia,małopolskie,nowotarski,gm. Łapsze Niżne,,892
Polonia,małopolskie,nowotarski,gm. Nowy Targ,,893
