observation.polling_stations_information.observation_time.confirmation_modals.unable_to_save.p1,Wprowadzone godziny nie mogą zostać zapisane z powodu konfliktu między okresami przerw a godzinami przyjazdu/wyjazdu.,Wprowadzone godziny nie mogą zostać zapisane z powodu konfliktu między okresami przerw a godzinami przyjazdu/wyjazdu.
observation.polling_stations_information.observation_time.confirmation_modals.unable_to_save.p2,"Należy upewnić się, że okresy przerw nie przekraczają przedziału czasu określonego przez czas obserwacji przylotu i odlotu. Prosimy o sprawdzenie i odpowiednie dostosowanie czasów.","Należy upewnić się, że okresy przerw nie przekraczają przedziału czasu określonego przez czas obserwacji przylotu i odlotu. Prosimy o sprawdzenie i odpowiednie dostosowanie czasów."
observation.polling_stations_information.observation_time.confirmation_modals.unable_to_save.ok,OK,OK
observation.polling_stations_information.polling_station_form.paragraph,Udziel krótkich odpowiedzi dotyczących tej komisji wyborczej.,Odpowiedz na kilka krótkich pytań dotyczących lokalu wyborczego.
observation.polling_stations_information.polling_station_form.form_details_button_label,Informacje dotyczące komisji wyborczej,Informacje dotyczące komisji wyborczej
observation.polling_stations_information.polling_station_form.number_of_questions,{{value}} pytań,{{value}} pytań/pytanie/pytania
observation.polling_stations_information.polling_station_form.answer_questions,Udziel odpowiedzi,Udziel odpowiedzi
observation.forms.heading,Formularze,Formularze
observation.forms.list.empty,Brak danych do wyświetlenia,Brak danych do wyświetlenia
observation.forms.list.error.paragraph1,Coś poszło nie tak!,Coś poszło nie tak!
observation.forms.list.error.paragraph2,"Nie udało się pobrać danych. Naciśnij przycisk ponownej próby, aby spróbować ponownie!","Nie udało się pobrać danych. Naciśnij przycisk ponownej próby, aby spróbować ponownie!"
observation.forms.list.error.retry,Spróbować ponownie,Spróbować ponownie
observation.forms.select_language_modal.header,Wybierz język formularza,Wybierz język formularza
observation.forms.select_language_modal.helper,"Wybrany formularz dostępny jest w kilku językach. Wybierz proszę język, w którym chcesz kontynnuować pracę.","Wybrany formularz dostępny jest w kilku językach. Wybierz proszę język, w którym chcesz kontynnuować pracę."
observation.forms.select_language_modal.error,Proszę wybrać jedną z opcji,Proszę wybrać jedną z opcji
observation.options_menu.manage_my_polling_stations,Zarządzanie moimi komisjami wyborczymi,Zarządzanie moimi komisjami wyborczymi
polling_station_information_form.title,Informacje dotyczące komisji wyborczej,Informacje dotyczące komisji wyborczej
polling_station_information_form.submit,Zatwierdź odpowiedzi,Zatwierdź odpowiedzi
polling_station_information_form.form.max,Dane wejściowe nie mogą przekraczać {{value}} znaków,Dane wejściowe nie mogą przekraczać {{value}} znaków
polling_station_information_form.form.placeholder,Proszę wpisać tekst...,Proszę wpisać tekst...
polling_station_information_form.menu.clear,Wyczyść formularz (usuń wszystkie odpowiedzi),Wyczyść formularz (usuń wszystkie odpowiedzi)
polling_station_information_form.warning_modal.title,Wyczyść formularz informacyjny komisji wyborczej,Wyczyść formularz informacyjny komisji wyborczej
polling_station_information_form.warning_modal.description,"Ta czynność usunie wszystkie odpowiedzi wprowadzone do formularza. Aby uniknąć utraty danych, upewnij się proszę, że sprawdziłeś/aś formularz zanim wykonasz tę akcję.","Ta czynność usunie wszystkie odpowiedzi wprowadzone do formularza. Aby uniknąć utraty danych, upewnij się proszę, że sprawdziłeś/aś formularz zanim wykonasz tę akcję."
polling_station_information_form.warning_modal.actions.cancel,Anuluj,Anuluj
polling_station_information_form.warning_modal.actions.clear,Wyczyść formularz,Wyczyść formularz
polling_station_information_form.unsaved_changes_dialog.title,Zapisz zmiany w formularzu,Zapisz zmiany w formularzu
polling_station_information_form.unsaved_changes_dialog.description,Masz niezapisane zmiany w tym formularzu. Czy chcesz zapisać zmiany przed wyjściem?,Masz niezapisane zmiany w tym formularzu. Czy chcesz zapisać zmiany przed wyjściem?
polling_station_information_form.unsaved_changes_dialog.actions.discard,Odrzucenie,Odrzuć
polling_station_information_form.unsaved_changes_dialog.actions.save,Zapisz zmiany,Zapisz zmiany
form_overview.overview.heading,Podgląd formularza,Podgląd formularza
form_overview.overview.status,Status formularza,Status formularza
form_overview.overview.answered_questions,Wypełnione pytania,Wypełnione pytania
form_overview.overview.resume,Formularz wznawiać,Wznów formularz
form_overview.overview.start_form,Uruchom formularz,Uruchom formularz
form_overview.overview.progress,postęp,postęp
form_overview.questions.title,Pytania,Pytania
form_overview.questions.not_answered,Nie udzielono odpowiedzi,Nieodpowiedziane
form_overview.questions.answered,Udzielono odpowiedzi,Odpowiedziane
form_overview.questions.no_notes,Brak dołączonych notatek,Brak notatek
form_overview.questions.notes,Zawiera załączone notatki,Zawiera notatki
form_overview.attachments.notes,{{count}} Notatki,{{count}} notatek/notatka/notatki
form_overview.attachments.media,{{count}} Pliki z nagraniami/zdjęciami,{{count}} plików/plik/pliki/z nagraniami/zdjęciami
form_overview.error,Błąd podczas ładowania danych formularza!,Błąd podczas ładowania danych formularza!
form_overview.menu.clear,Wyczyść formularz (usuń wszystkie odpowiedzi),Wyczyść formularz (usuń wszystkie odpowiedzi)
form_overview.menu.change_language,Zmień język,Zmień język
form_overview.clear_answers_modal.title,Clear form {{value}},Wyczyść formularz {{value}}
form_overview.clear_answers_modal.description.p1,"Ta czynność usunie wszystkie odpowiedzi wprowadzone do tego formularza. Dotyczy to wprowadzonych informacji, notatek, jak i załączonych plików. Wszystkie pytania zostaną przywrócone do stanu 'Nie udzielono odpowiedzi'.","Ta czynność usunie wszystkie odpowiedzi wprowadzone do tego formularza. Dotyczy to wprowadzonych informacji, notatek, jak i załączonych plików. Wszystkie pytania zostaną przywrócone do stanu 'Nieodpowiedziane'."
form_overview.clear_answers_modal.description.p2,"Aby uniknąć utraty danych, upewnij się proszę, że sprawdziłeś/aś dane dotyczące komisji wyborczej zanim wykonasz tę akcję.","Aby uniknąć utraty danych, upewnij się proszę, że sprawdziłeś/aś dane dotyczące komisji wyborczej zanim wykonasz tę akcję."
form_overview.clear_answers_modal.actions.clear,Wyczyść formularz,Wyczyść formularz
form_overview.clear_answers_modal.actions.cancel,Anuluj,Anuluj
polling_station_form_wizard.progress_bar.label,Postęp formy,Postęp formy
polling_station_form_wizard.progress_bar.clear_answer,Wyczyść odpowiedź,Wyczyść odpowiedź
polling_station_form_wizard.form.min,Pole musi mieć długość co najmniej {{value}} znaków,Pole musi mieć długość co najmniej {{value}} znak
polling_station_form_wizard.form.max,Pole musi zawierać maksymalnie {{value}} znaków,Pole musi zawierać maksymalnie {{value}} znaków
polling_station_form_wizard.form.required,To pole jest wymagane,To pole jest wymagane
polling_station_form_wizard.form.date_placeholder,Proszę wprowadzić datę,Proszę wprowadzić datę
polling_station_form_wizard.form.text_placeholder,Proszę wpisać tekst,Proszę wpisać tekst
polling_station_form_wizard.save_and_continue,Zapisz i kontynuuj,Zapisz i kontynuuj
polling_station_form_wizard.attachments.heading,Wybrane media,Wybrane media
polling_station_form_wizard.attachments.loading,Dodawanie załącznika... ,Dodawanie załącznika... 
polling_station_form_wizard.attachments.error,Błąd podczas wysyłania załącznika!,Błąd podczas wysyłania załącznika!
polling_station_form_wizard.attachments.add,"Dodaj notatkę, zdjęcie lub wideo","Dodaj notatkę, zdjęcie lub wideo"
polling_station_form_wizard.attachments.menu.add_note,Dodaj notatkę,Dodaj notatkę
polling_station_form_wizard.attachments.menu.load,Dodaj z galerii,Dodaj z galerii
polling_station_form_wizard.attachments.menu.take_picture,Zrób zdjęcie,Zrób zdjęcie
polling_station_form_wizard.attachments.menu.record_video,Nagraj wideo,Nagraj wideo
polling_station_form_wizard.attachments.menu.upload_audio,Wgraj nagranie,Wgraj nagranie
polling_station_form_wizard.attachments.upload.compressing,Kompresowanie załącznika: ,Kompresowanie załącznika: 
polling_station_form_wizard.attachments.upload.preparing,Przygotowanie załącznika...,Przygotowanie załącznika...
polling_station_form_wizard.attachments.upload.starting,Rozpoczynanie wysyłania...,Rozpoczynanie wysyłania...
polling_station_form_wizard.attachments.upload.progress,Postęp wysyłania:,Postęp wysyłania:
polling_station_form_wizard.attachments.upload.completed,Wysyłanie zakończone.,Wysyłanie zakończone.
polling_station_form_wizard.attachments.upload.aborted,Wysyłanie przerwane.,Wysyłanie przerwane.
polling_station_form_wizard.attachments.upload.offline,"Potrzebujesz połączenia internetowego, aby wykonać tę akcję.","Potrzebujesz połączenia internetowego, aby wykonać tę akcję."
polling_station_form_wizard.attachments.upload.abort_offline,"Przejdź do internetu, aby kontynuować lub ponownie rozpocząć wysyłanie","Przejdź do internetu, aby kontynuować lub ponownie rozpocząć wysyłanie"
polling_station_form_wizard.attachments.upload.abort_offline_button,Ponowne wysyłanie,Ponowne wysyłanie
polling_station_form_wizard.attachments.upload.uploaded,Pomyślnie wysłano {{value}} plików.,Pomyślnie wysłano {{value}} plik/pliki/plików.
polling_station_form_wizard.attachments.upload.abort_offline_confirm,Czy na pewno chcesz przerwać wysyłanie?,Czy na pewno chcesz przerwać wysyłanie?
polling_station_form_wizard.attachments.upload.abort_offline_cancel,Anuluj,Anuluj
polling_station_form_wizard.notes.heading,Notatki,Notatki
polling_station_form_wizard.notes.add.heading,Dodaj notatkę,Dodaj notatkę
polling_station_form_wizard.notes.add.form.input.placeholder,Dodaj istotne informacje dotyczące tego pytania.,Dodaj istotne informacje dotyczące tego pytania.
polling_station_form_wizard.notes.add.form.input.max,"Dane wejściowe nie mogą przekraczać 10,000 znaków","Dane wejściowe nie mogą przekraczać 10,000 znaków"
polling_station_form_wizard.notes.add.form.input.required,To pole jest wymagane,To pole jest wymagane
polling_station_form_wizard.notes.edit.heading,Edytuj notatkę,Edytuj notatkę
polling_station_form_wizard.notes.edit.delete,Usuń notatkę,Usuń notatkę
polling_station_form_wizard.notes.delete.title,Usuń notatkę,Usuń notatkę
polling_station_form_wizard.notes.delete.description,Ta akcja nie może być cofnięta. Usunięte notatki nie mogą zostać przywrócone.,Ta akcja nie może być cofnięta. Usunięte notatki nie mogą zostać przywrócone.
polling_station_form_wizard.notes.delete.actions.cancel,Anuluj,Anuluj
polling_station_form_wizard.notes.delete.actions.delete,Usuń,Usuń
polling_station_form_wizard.warning_modal.question.title,Wyczyść odpowiedź dla pytania{{value}},Wyczyść odpowiedź dla pytania {{value}}.
polling_station_form_wizard.warning_modal.question.description,Wyczyszczenie odpowiedzi usunie wprowadzone dane (jak również notatki i załączniki). Pytanie zostanie przywrócone do stanu 'Nie udzielono odpowiedzi'.,Wyczyszczenie odpowiedzi usunie wprowadzone dane (jak również notatki i załączniki). Pytanie zostanie przywrócone do stanu 'Nieodpowiedziano'.
polling_station_form_wizard.warning_modal.question.actions.cancel,Anuluj,Anuluj
polling_station_form_wizard.warning_modal.question.actions.clear,Wyczyść odpowiedź,Wyczyść odpowiedź
polling_station_form_wizard.warning_modal.attachment.title,Usuń plik(i),Usuń plik(i)
polling_station_form_wizard.warning_modal.attachment.description,Ta akcja nie może być cofnięta. Usunięte media nie mogą zostać przywrócone.,Ta akcja nie może być cofnięta. Usunięte media nie mogą zostać przywrócone.
polling_station_form_wizard.warning_modal.attachment.actions.cancel,Anuluj,Anuluj
polling_station_form_wizard.warning_modal.attachment.actions.clear,Usuń,Usuń
polling_station_form_wizard.warning_modal.unsaved_answer.title,Zapisz zmiany w pytaniu,Zapisz zmiany w pytaniu
polling_station_form_wizard.warning_modal.unsaved_answer.description,Masz niezapisane zmiany w tym pytaniu. Czy chcesz zapisać zmiany przed wyjściem?,Masz niezapisane zmiany w tym pytaniu. Czy chcesz zapisać zmiany przed wyjściem?
polling_station_form_wizard.warning_modal.unsaved_answer.actions.cancel,Odrzucenie,Odrzuć
polling_station_form_wizard.warning_modal.unsaved_answer.actions.save,Zapisz zmiany,Zapisz zmiany
polling_station_form_wizard.error,Błąd podczas ładowania danych pytania!,Błąd podczas ładowania danych do pytania!
manage_my_polling_stations.empty.title,Brak odwiedzonych komisji wyborczych,Brak odwiedzonych komisji wyborczych
manage_my_polling_stations.general_text,Zarządzanie moimi komisjami wyborczymi,Zarządzanie moimi komisjami wyborczymi
manage_my_polling_stations.ps_card.header,Komisję wyborczą #{{value}},Komisja wyborcza #{{value}}
manage_my_polling_stations.ps_card.l1,[Location L1],[Lokalizacja L1]
manage_my_polling_stations.ps_card.l2,[Location L2],[Lokalizacja L2]
manage_my_polling_stations.ps_card.l3,[Location L3],[Lokalizacja L3]
manage_my_polling_stations.ps_card.l4,[Location L4],[Lokalizacja L4]
manage_my_polling_stations.ps_card.l5,[Location L5],[Lokalizacja L5]
manage_my_polling_stations.ps_card.street,Ulica,Ulica
manage_my_polling_stations.ps_card.ps_number,Numer komisji wyborczej,Numer komisji wyborczej
manage_my_polling_stations.warning_dialog.title,Usuń komisję wyborczą #{{value}},Usuń komisję wyborczą #{{value}}
manage_my_polling_stations.warning_dialog.description,Ta czynność spowoduje usunięcie komisji wyborczej z listy odwiedzanych lokali wyborczych. Możesz dodać go ponownie poprzez proces Dodaj nową komisję wyborczą.,"Ta czynność spowoduje usunięcie komisji wyborczej z listy odwiedzanych lokali wyborczych. Możesz dodać go ponownie poprzez proces ""Dodaj nową komisję wyborczą""."
manage_my_polling_stations.warning_dialog.actions.cancel,Anuluj,Anuluj
manage_my_polling_stations.warning_dialog.actions.remove,Usuń,Usuń
manage_my_polling_stations.warning_dialog.actions.loading,Wysyłanie...,Wysyłanie...
manage_my_polling_stations.removal_unallowed_dialog.title,Usunięcie komisję wyborczą #{{value}} nie jest dozwolone,Usunięcie komisji wyborczej #{{value}} nie jest dozwolone
manage_my_polling_stations.removal_unallowed_dialog.description,"Komisję wyborczą nie można usunąć z Twojej listy, ponieważ zawiera ona dane (informacje o komisję wyborczą i/lub odpowiedzi z formularza), których system w Twoim imieniu nie może usunąć. Jeśli chcesz usunąć tę komisję wyborczą, usuń zaznaczenie komisję wyborczą informacji i formularza odpowiedzi ręcznie, a następnie spróbuj ponownie wykonać tę czynność.","Komisję wyborczą nie można usunąć z Twojej listy, ponieważ zawiera dane (informacje o komisji wyborczej i/lub odpowiedzi z formularza), których system w Twoim imieniu nie może usunąć. Jeśli chcesz usunąć tę komisję wyborczą, najpierw usuń ręcznie wszystkie informacje o komisji i odpowiedzi w formularzach, a następnie ponó próbę usunięcia komisji."
manage_my_polling_stations.delete_success,Komisja wyborcza została pomyślnie usunięta!,Komisja wyborcza została pomyślnie usunięta!
manage_my_polling_stations.delete_error,Napotkaliśmy problem podczas usuwania wizyty komisji wyborczej. Spróbuj ponownie.,Napotkaliśmy problem podczas usuwania wizyty komisji wyborczej. Spróbuj ponownie.
manage_my_polling_stations.offline_error_toast_msg,"Aby wykonać tę czynność, potrzebujesz połączenia internetowego.","Aby wykonać tę czynność, potrzebujesz połączenia internetowego."
quick_report.list.title,Szybki raport,Szybki raport
quick_report.list.heading,Moje zgłoszone sprawy,Moje zgłoszone sprawy
quick_report.list.error,Błąd podczas ładowania raportów!,Błąd podczas ładowania raportów!
quick_report.list.empty,Wyślij 'szybki raport' do swojej organizacji jeśli zauważyłeś/aś jakieś nieregularności w komisji wyborczej lub jej otoczeniu.,Wyślij 'szybki raport' do swojej organizacji jeśli zauważyłeś/aś jakieś nieprawidłowości w komisji wyborczej lub jej otoczeniu.
quick_report.list.add,Zgłoś nową sprawę,Zgłoś nową sprawę
quick_report.list.no_files,Brak załączonych plików,Brak załączonych plików
quick_report.list.attachment_one,{{count}} plik załącznika,{{count}} załącznik
quick_report.list.attachment_other,{{count}} pliki załączników,{{count}} załączniki/załączników
quick_report.attachments.heading,Przesłane multimedia,Przesłane multimedia
quick_report.attachments.loading,Dodawanie załącznika...,Dodawanie załącznika...
quick_report.attachments.upload.preparing,Przygotowanie załącznika...,Przygotowanie załącznika...
quick_report.attachments.upload.starting,Rozpoczęcie przesyłania...,Rozpoczęcie przesyłania...
quick_report.attachments.upload.progress,Postęp przesyłania:,Postęp przesyłania:
quick_report.attachments.upload.completed,Przesyłanie zakończone.,Przesyłanie zakończone.
quick_report.attachments.upload.aborted,Przesyłanie zostało przerwane.,Przesyłanie zostało przerwane.
quick_report.attachments.error,Błąd podczas wysyłania załącznika!,Błąd podczas wysyłania załącznika!
quick_report.options_menu.manage_my_polling_stations,Zarządzanie moimi komisjami wyborczymi,Zarządzanie moimi komisjami wyborczymi
quick_report.info_modal.p1,W tej sekcji można szybko zgłosić wszelkie nieprawidłowości wyborcze zaobserwowane w lokalach wyborczych lub pobliskich obszarach.,W tej sekcji można szybko zgłosić wszelkie nieprawidłowości wyborcze zaobserwowane w lokalach wyborczych lub pobliskich obszarach.
quick_report.info_modal.p2,"Funkcja ta umożliwia natychmiastowe powiadamianie organizacji, poza zwykłymi formularzami obserwacji, zapewniając szybkie zajęcie się pilnymi kwestiami.","Funkcja ta umożliwia natychmiastowe powiadamianie organizacji, poza zwykłymi formularzami obserwacji, zapewniając szybkie zajęcie się pilnymi kwestiami."
report_new_issue.title,Zgłoś nową sprawę,Zgłoś nową sprawę
report_new_issue.upload.compressing,Kompresowanie załącznika: ,Kompresowanie załącznika: 
report_new_issue.upload.preparing,Przygotowanie załącznika...,Przygotowanie załącznika...
report_new_issue.upload.starting,Rozpoczynanie wysyłania...,Rozpoczynanie wysyłania...
report_new_issue.upload.progress,Wysyłanie załączników: ,Wysyłanie załączników: 
report_new_issue.upload.completed,Wysyłanie zakończone.,Wysyłanie zakończone.
report_new_issue.upload.aborted,Wysyłanie przerwane.,Wysyłanie przerwane.
report_new_issue.upload.offline,"Potrzebujesz połączenia internetowego, aby wykonać tę akcję.","Potrzebujesz połączenia internetowego, aby wykonać tę akcję."
report_new_issue.media.heading,Wybrane media,Wybrane media
report_new_issue.media.add,Dodaj pliki multimedialne,Dodaj pliki multimedialne
report_new_issue.media.error,Błąd podczas wysyłania załącznika!,Błąd podczas wysyłania załącznika!
report_new_issue.media.menu.load,Załaduj z galerii,Załaduj z galerii
report_new_issue.media.menu.take_picture,Zrób zdjęcie,Zrób zdjęcie
report_new_issue.media.menu.record_video,Nagraj wideo,Nagraj wideo
report_new_issue.media.menu.upload_audio,Wgraj nagranie,Wgraj nagranie
report_new_issue.form.polling_station_id.label,Komisja wyborcza *,Komisja wyborcza *
report_new_issue.form.polling_station_id.placeholder,Wybierz komisję wyborczą,Wybierz komisję wyborczą
report_new_issue.form.polling_station_id.extra,"Zapisz proszę szczegóły komisji wyborczej , które pozwolą ją zidentyfikować (adres, nazwa, numer itd)","Zapisz proszę szczegóły komisji wyborczej , które pozwolą ją zidentyfikować (adres, nazwa, numer itd)"
report_new_issue.form.polling_station_id.required,To pole jest wymagane.,To pole jest wymagane.
report_new_issue.form.polling_station_id.options.other,Inna komisja wyborcza,Inna komisja wyborcza
report_new_issue.form.polling_station_id.options.not_related,Bez związku z komisją wyborczą,Bez związku z komisją wyborczą
report_new_issue.form.incident_category.label,Kategoria incydentu*,Kategoria incydentu*
report_new_issue.form.incident_category.placeholder,Kategoria,Kategoria
report_new_issue.form.incident_category.required,To pole jest wymagane.,To pole jest wymagane.
report_new_issue.form.incident_category.options.PhysicalViolenceIntimidationPressure,Przemoc fizyczna/zastraszanie/nacisk,Przemoc fizyczna/zastraszanie/nacisk
report_new_issue.form.incident_category.options.CampaigningAtPollingStation,Kampania w lokalu wyborczym,Kampania w lokalu wyborczym
report_new_issue.form.incident_category.options.RestrictionOfObserversRights,Ograniczenie praw obserwatora (przedstawiciela/mediów),Ograniczenie praw obserwatora (przedstawiciela/mediów)
report_new_issue.form.incident_category.options.UnauthorizedPersonsAtPollingStation,Osoby nieupoważnione w lokalu wyborczym,Osoby nieupoważnione w lokalu wyborczym
report_new_issue.form.incident_category.options.ViolationDuringVoterVerificationProcess,Naruszenie podczas procesu weryfikacji wyborców,Naruszenie podczas procesu weryfikacji wyborców
report_new_issue.form.incident_category.options.VotingWithImproperDocumentation,Głosowanie z nieprawidłową dokumentacją,Głosowanie z nieprawidłową dokumentacją
report_new_issue.form.incident_category.options.IllegalRestrictionOfVotersRightToVote,Nielegalne ograniczenie prawa wyborcy do głosowania,Nielegalne ograniczenie prawa wyborcy do głosowania
report_new_issue.form.incident_category.options.DamagingOrSeizingElectionMaterials,Zniszczenie/zajęcie materiałów wyborczych,Zniszczenie/zajęcie materiałów wyborczych
report_new_issue.form.incident_category.options.ImproperFilingOrHandlingOfElectionDocumentation,Niewłaściwe składanie/obsługa dokumentacji wyborczej,Niewłaściwe składanie/obsługa dokumentacji wyborczej
report_new_issue.form.incident_category.options.BallotStuffing,Fałszowanie głosów,Fałszowanie głosów
report_new_issue.form.incident_category.options.ViolationsRelatedToControlPaper,Naruszenia związane z dokumentacją kontrolną,Naruszenia związane z dokumentacją kontrolną
report_new_issue.form.incident_category.options.NotCheckingVoterIdentificationSafeguardMeasures,Niesprawdzanie środków bezpieczeństwa identyfikacji wyborców,Niesprawdzanie środków bezpieczeństwa identyfikacji wyborców
report_new_issue.form.incident_category.options.VotingWithoutVoterIdentificationSafeguardMeasures,Głosowanie bez identyfikacji wyborcy – środki bezpieczeństwa,Głosowanie bez identyfikacji wyborcy – środki bezpieczeństwa
report_new_issue.form.incident_category.options.BreachOfSecrecyOfVote,Naruszenie tajności głosowania,Naruszenie tajności głosowania
report_new_issue.form.incident_category.options.ViolationsRelatedToMobileBallotBox,Naruszenia związane z mobilną urną wyborczą,Naruszenia związane z mobilną urną wyborczą
report_new_issue.form.incident_category.options.NumberOfBallotsExceedsNumberOfVoters,Liczba oddanych głosów przekracza liczbę wyborców,Liczba oddanych głosów przekracza liczbę wyborców
report_new_issue.form.incident_category.options.ImproperInvalidationOrValidationOfBallots,Nieprawidłowe unieważnianie/walidowanie głosów,Nieprawidłowe unieważnianie/walidowanie głosów
report_new_issue.form.incident_category.options.FalsificationOrImproperCorrectionOfFinalProtocol,Fałszowanie/nieprawidłowa korekta protokołu końcowego,Fałszowanie/nieprawidłowa korekta protokołu końcowego
report_new_issue.form.incident_category.options.RefusalToIssueCopyOfFinalProtocolOrIssuingImproperCopy,Odmowa wydania kopii protokołu końcowego/wydanie niewłaściwej kopii,Odmowa wydania kopii protokołu końcowego/wydanie niewłaściwej kopii
report_new_issue.form.incident_category.options.ImproperFillingInOfFinalProtocol,Nieprawidłowe wypełnienie protokołu końcowego,Nieprawidłowe wypełnienie protokołu końcowego
report_new_issue.form.incident_category.options.ViolationOfSealingProceduresOfElectionMaterials,Naruszenie procedur pieczętowania materiałów wyborczych,Naruszenie procedur pieczętowania materiałów wyborczych
report_new_issue.form.incident_category.options.ViolationsRelatedToVoterLists,Naruszenia związane z listami wyborców,Naruszenia związane z listami wyborców
report_new_issue.form.incident_category.options.Other,Inny,Inny
report_new_issue.form.polling_station_details.label,Szczegóły komisji wyborczej *,Szczegóły komisji wyborczej *
report_new_issue.form.polling_station_details.placeholder,"Zapisz proszę szczegóły komisji wyborczej , które pozwolą ją zidentyfikować (adres, nazwa, numer itd)","Zapisz proszę szczegóły komisji wyborczej , które pozwolą ją zidentyfikować (adres, nazwa, numer itd)"
report_new_issue.form.polling_station_details.required,To pole jest wymagane.,To pole jest wymagane.
report_new_issue.form.polling_station_details.max,Dane wejściowe nie mogą przekraczać {{value}} znaków,Dane wejściowe nie mogą przekraczać {{value}} znaków
report_new_issue.form.issue_title.label,Temat *,Temat *
report_new_issue.form.issue_title.placeholder,Określ temat sytuacji,Określ temat sprawy
report_new_issue.form.issue_title.required,Tytuł problemu jest wymagany,Temat sprawy jest wymagany
report_new_issue.form.issue_title.max,Dane wejściowe nie mogą przekraczać {{value}} znaków,Dane wejściowe nie mogą przekraczać {{value}} znaków
report_new_issue.form.issue_description.label,Opis *,Opis *
report_new_issue.form.issue_description.placeholder,Opisz szczegóły sytuacji,Opisz szczegóły sprawy
report_new_issue.form.issue_description.required,Wymagany jest opis problemu,Wymagany jest opis problemu
report_new_issue.form.issue_description.max,Dane wejściowe nie mogą przekraczać {{value}} znaków,Dane wejściowe nie mogą przekraczać {{value}} znaków
report_new_issue.form.submit,Zgłoś sprawę,Zgłoś sprawę
report_new_issue.form.clear,Wyczyść,Wyczyść
report_new_issue.form.loading,Przetwarzanie...,Przetwarzanie...
report_new_issue.form.error,Błąd podczas ładowania raportu,Błąd podczas ładowania raportu
report_details.title,Szybki tytuł raportu,Szybki tytuł raportu
report_details.uploaded_media,Wybrane media,Wybrane media
report_details.no_files,Brak załączonych plików,Brak załączonych plików
report_details.error,Błąd podczas ładowania raportu,Błąd podczas ładowania raportu
guides.title,Zasoby,Zasoby
guides.empty.heading,Brak nowych podręczników,Brak nowych podręczników
guides.empty.paragraph,Podręczniki i inne zasoby udostępnione przez Twoją organizację.,Podręczniki i inne zasoby udostępnione przez Twoją organizację.
guides.list.heading,Podręczniki,Podręczniki
guides.list.guide.backup_title,Dokument,Dokument
guides.list.guide.created_on,Utworzono dnia,Utworzono
guides.options_sheet.manage_my_polling_stations,Zarządzanie moimi komisjami wyborczymi,Zarządzanie moimi komisjami wyborczymi
guides.info_modal,"W tej sekcji znajdują się kluczowe informacje i zasoby mające pomóc w obserwowaniu procesów wyborczych i zgłaszaniu wszelkich kwestii wyborczych lub nieprawidłowości, które napotkasz jako niezależny obserwator.","W tej sekcji znajdują się kluczowe informacje i zasoby mające pomóc w obserwowaniu procesów wyborczych i zgłaszaniu wszelkich kwestii wyborczych lub nieprawidłowości, które napotkasz jako niezależny obserwator."
resources.title,Zasoby,Zasoby
resources.info,"W tej sekcji znajdziesz kluczowe informacje i zasoby zaprojektowane, aby pomóc Ci obserwować procesy wyborcze i zgłaszać wszelkie problemy lub nieprawidłowości wyborcze, które napotkasz jako obywatel.","W tej sekcji znajdziesz kluczowe informacje i zasoby zaprojektowane, aby pomóc Ci obserwować procesy wyborcze i zgłaszać wszelkie problemy lub nieprawidłowości wyborcze, które napotkasz jako obywatel."
resources.empty.heading,Brak jeszcze przewodników do przeczytania,Brak jeszcze przewodników do przeczytania
resources.empty.paragraph,Przewodniki i zasoby dotyczące obserwacji procesów wyborczych i zgłaszania problemów jako obywatel są na wyciągnięcie ręki.,Przewodniki i zasoby dotyczące obserwacji procesów wyborczych i zgłaszania problemów jako wyborca są na wyciągnięcie ręki.
resources.types.Document,Typ pliku PDF,Typ pliku PDF
resources.types.Website,Zewnętrzny adres URL,Zewnętrzny adres URL
resources.types.Text,Przewodnik w aplikacji,Przewodnik po aplikacji
inbox.title,Skrzynka odbiorcza,Poczta
inbox.empty.heading,Brak wiadomości,Brak wiadomości
inbox.empty.paragraph,Tu pojawią się wiadomości i alerty przesłane przez Twoją organizację.,Tu pojawią się wiadomości i alerty przesłane przez Twoją organizację.
inbox.banner,Wiadomości od {{ngoName}},Wiadomości od: {{ngoName}}
inbox.today,Dzisiaj,Dzisiaj
inbox.your_organization,twoja organizacja,twoja organizacja
inbox.menu.manage_polling_stations,Zarządzanie moimi komisjami wyborczymi,Zarządzanie moimi komisjami wyborczymi
inbox.info_modal.p1,"W tej skrzynce odbiorczej będziesz otrzymywać aktualizacje na żywo i wiadomości od organizacji pozarządowej, która akredytowała Cię jako obserwatora.","W tej skrzynce odbiorczej będziesz otrzymywać aktualizacje na żywo i wiadomości od organizacji pozarządowej, która akredytowała Cię jako obserwatora."
inbox.info_modal.p2,"Sprawdzaj okresowo, czy nie otrzymałeś nowych informacji istotnych dla Twojej aktywności obserwacyjnej.","Sprawdzaj okresowo, czy nie otrzymałeś nowych informacji istotnych dla Twojej aktywności obserwacyjnej."
updates.title,Aktualizacje,Aktualizacje
updates.empty.heading,Nie otrzymano jeszcze żadnych aktualizacji,Nie otrzymano jeszcze żadnych aktualizacji
updates.empty.paragraph,Tutaj pojawią się aktualizacje dotyczące okresu wyborczego.,Tutaj pojawią się aktualizacje dotyczące wyborów.
